id,name
C00043,"['UDP-N-acetyl-alpha-D-glucosamine', 'UDP-N-acetyl-D-glucosamine', 'UDP-N-acetylglucosamine']"
C00044,"['GTP', ""Guanosine 5'-triphosphate""]"
C00045,"['Amino acid', 'Amino acids']"
C00046,"['RNA', 'RNAn', 'RNAn+1', 'RNA(linear)', '(Ribonucleotide)n', '(Ribonucleotide)m', '(Ribonucleotide)n+m', 'Ribonucleic acid']"
C00047,"['L-Lysine', 'Lysine acid', '2,6-Diaminohexanoic acid']"
C00048,"['Glyoxylate', 'Glyoxalate', 'Glyoxylic acid']"
C00049,"['L-Aspartate', 'L-Aspartic acid', '2-Aminosuccinic acid', 'L-Asp']"
C00050,['Metal']
C00051,"['Glutathione', '5-L-Glutamyl-L-cysteinylglycine', 'N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine', 'gamma-L-Glutamyl-L-cysteinyl-glycine', 'GSH', 'Reduced glutathione']"
C00052,"['UDP-alpha-D-galactose', 'UDP-D-galactose', 'UDP-galactose', 'UDP-D-galactopyranose', 'UDP-alpha-D-galactopyranose']"
C00053,"[""3'-Phosphoadenylyl sulfate"", ""3'-Phosphoadenosine 5'-phosphosulfate"", ""3'-Phospho-5'-adenylyl sulfate"", 'PAPS']"
C00054,"[""Adenosine 3',5'-bisphosphate"", 'PAP', ""3'-Phosphoadenylate"", 'Phosphoadenosine phosphate']"
C00055,"['CMP', ""Cytidine-5'-monophosphate"", 'Cytidylic acid']"
C00058,"['Formate', 'Methanoic acid', 'Formic acid']"
C00059,"['Sulfate', 'Sulfuric acid']"
C00060,"['Carboxylate', 'R-COOH', 'Monocarboxylate', 'Carboxylic acid']"
C00061,"['FMN', 'Riboflavin-5-phosphate', 'Flavin mononucleotide']"
C00062,"['L-Arginine', '(S)-2-Amino-5-guanidinovaleric acid', 'L-Arg']"
C00063,"['CTP', ""Cytidine 5'-triphosphate"", 'Cytidine triphosphate']"
C00064,"['L-Glutamine', 'L-2-Aminoglutaramic acid']"
C00065,"['L-Serine', 'L-2-Amino-3-hydroxypropionic acid', 'L-3-Hydroxy-alanine', 'Serine']"
C00066,"['tRNA', 'tRNA(n)', 'tRNA(n+1)', 'transfer RNA']"
C00067,"['Formaldehyde', 'Methanal', 'Oxomethane', 'Oxomethylene', 'Methylene oxide', 'Formalin']"
C00068,"['Thiamin diphosphate', 'Thiamine diphosphate', 'Thiamin pyrophosphate', 'TPP', 'ThPP']"
C00069,['Alcohol']
C00070,['Copper']
C00071,"['Aldehyde', 'RCHO']"
C00072,"['Ascorbate', 'Ascorbic acid', 'L-Ascorbate', 'L-Ascorbic acid', 'Vitamin C']"
C00073,"['L-Methionine', 'Methionine', 'L-2-Amino-4methylthiobutyric acid']"
C00074,"['Phosphoenolpyruvate', 'Phosphoenolpyruvic acid', 'PEP']"
C00075,"['UTP', ""Uridine 5'-triphosphate"", 'Uridine triphosphate']"
C00076,"['Calcium cation', 'Ca2+', 'Calcium(2+)', 'Calcium ion']"
C00077,"['L-Ornithine', '(S)-2,5-Diaminovaleric acid', '(S)-2,5-Diaminopentanoic acid', '(S)-2,5-Diaminopentanoate']"
C00078,"['L-Tryptophan', 'Tryptophan', '(S)-alpha-Amino-beta-(3-indolyl)-propionic acid']"
C00079,"['L-Phenylalanine', '(S)-alpha-Amino-beta-phenylpropionic acid']"
C00080,"['H+', 'Hydron']"
C00081,"['ITP', ""Inosine 5'-triphosphate"", 'Inosine triphosphate', 'Inosine tripolyphosphate']"
C00082,"['L-Tyrosine', '(S)-3-(p-Hydroxyphenyl)alanine', '(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid', 'Tyrosine']"
C00083,"['Malonyl-CoA', 'Malonyl coenzyme A']"
C00084,"['Acetaldehyde', 'Ethanal']"
C00085,"['D-Fructose 6-phosphate', 'D-Fructose 6-phosphoric acid', 'Neuberg ester']"
C00086,"['Urea', 'Carbamide']"
C00087,"['Sulfur', 'S', 'Elemental sulfur']"
C00088,['Nitrite']
C00089,"['Sucrose', 'Cane sugar', 'Saccharose', '1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside']"
C00090,"['Catechol', '1,2-Benzenediol', 'o-Benzenediol', '1,2-Dihydroxybenzene', 'Brenzcatechin', 'Pyrocatechol']"
C00091,"['Succinyl-CoA', 'Succinyl coenzyme A']"
C00092,"['D-Glucose 6-phosphate', 'Glucose 6-phosphate', 'Robison ester']"
C00093,"['sn-Glycerol 3-phosphate', 'Glycerophosphoric acid', 'D-Glycerol 1-phosphate']"
C00094,"['Sulfite', 'Sulfurous acid']"
C00095,"['D-Fructose', 'Levulose', 'Fruit sugar', 'D-arabino-Hexulose']"
C00096,"['GDP-mannose', 'GDP-D-mannose', 'GDP-alpha-D-mannose']"
C00097,"['L-Cysteine', 'L-2-Amino-3-mercaptopropionic acid']"
C00098,['Oligopeptide']
C00099,"['beta-Alanine', '3-Aminopropionic acid', '3-Aminopropanoate']"
C00100,"['Propanoyl-CoA', 'Propionyl-CoA', 'Propionyl coenzyme A']"
C00101,"['Tetrahydrofolate', '5,6,7,8-Tetrahydrofolate', 'Tetrahydrofolic acid', 'THF', '(6S)-Tetrahydrofolate', '(6S)-Tetrahydrofolic acid', '(6S)-THFA']"
C00102,"['2,6-Dichloroindophenol', '2,6-Dichlorophenolindophenol', 'DCIP']"
C00103,"['D-Glucose 1-phosphate', 'alpha-D-Glucose 1-phosphate', 'Cori ester', 'D-Glucose alpha-1-phosphate']"
C00104,"['IDP', ""Inosine 5'-diphosphate"", 'Inosine diphosphate']"
C00105,"['UMP', 'Uridylic acid', 'Uridine monophosphate', ""Uridine 5'-monophosphate"", ""5'Uridylic acid"", 'Uridylate']"
C00106,['Uracil']
C00107,['Dipeptide']
C00108,"['Anthranilate', 'Anthranilic acid', 'o-Aminobenzoic acid', 'Vitamin L1', '2-Aminobenzoate']"
C00109,"['2-Oxobutanoate', '2-Ketobutyric acid', '2-Oxobutyric acid', '2-Oxobutyrate', '2-Oxobutanoic acid', 'alpha-Ketobutyric acid', 'alpha-Ketobutyrate']"
C00110,"['Dolichyl phosphate', 'Dolichol phosphate']"
C00111,"['Glycerone phosphate', 'Dihydroxyacetone phosphate', '3-Hydroxy-2-oxopropyl phosphate']"
C00112,"['CDP', ""Cytidine 5'-diphosphate"", 'Cytidine diphosphate']"
C00113,"['PQQ', 'Pyrrolo-quinoline quinone', 'Pyrroloquinoline-quinone', 'Pyrroloquinoline quinone', '4,5-Dioxo-4,5-dihydro-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate', 'Methoxatin']"
C00114,"['Choline', 'Bilineurine']"
C00116,"['Glycerol', 'Glycerin', '1,2,3-Trihydroxypropane', '1,2,3-Propanetriol']"
C00117,"['D-Ribose 5-phosphate', 'Ribose 5-phosphate']"
C00118,"['D-Glyceraldehyde 3-phosphate', '(2R)-2-Hydroxy-3-(phosphonooxy)-propanal', 'Glyceraldehyde 3-phosphate']"
C00119,"['5-Phospho-alpha-D-ribose 1-diphosphate', '5-Phosphoribosyl diphosphate', '5-Phosphoribosyl 1-pyrophosphate', 'PRPP']"
C00120,"['Biotin', 'D-Biotin', 'Vitamin H', 'Coenzyme R']"
C00121,['D-Ribose']
C00122,"['Fumarate', 'Fumaric acid', 'trans-Butenedioic acid']"
C00123,"['L-Leucine', '2-Amino-4-methylvaleric acid', '(2S)-alpha-2-Amino-4-methylvaleric acid', '(2S)-alpha-Leucine']"
C00124,"['D-Galactose', 'D-Galactopyranose']"
C00125,"['Ferricytochrome c', 'Cytochrome c3+']"
C00126,"['Ferrocytochrome c', 'Cytochrome c2+', 'Reduced cytochrome c']"
C00127,"['Glutathione disulfide', 'GSSG', 'Oxiglutatione', 'Oxidized glutathione']"
C00128,"['CMP-N-acetylneuraminate', 'CMP-N-acetyl-beta-neuraminate']"
C00129,"['Isopentenyl diphosphate', 'Delta3-Isopentenyl diphosphate', 'Delta3-Methyl-3-butenyl diphosphate', '3-Methylbut-3-en-1-yl diphosphate']"
C00130,"['IMP', 'Inosinic acid', 'Inosine monophosphate', ""Inosine 5'-monophosphate"", ""Inosine 5'-phosphate"", ""5'-Inosinate"", ""5'-Inosinic acid"", ""5'-Inosine monophosphate"", ""5'-IMP""]"
C00131,"['dATP', ""2'-Deoxyadenosine 5'-triphosphate"", ""Deoxyadenosine 5'-triphosphate"", 'Deoxyadenosine triphosphate']"
C00132,"['Methanol', 'Methyl alcohol', 'CH3OH']"
C00133,"['D-Alanine', 'D-2-Aminopropionic acid', 'D-Ala']"
C00134,"['Putrescine', '1,4-Butanediamine', '1,4-Diaminobutane', 'Tetramethylenediamine', 'Butane-1,4-diamine']"
C00135,"['L-Histidine', '(S)-alpha-Amino-1H-imidazole-4-propionic acid']"
C00136,"['Butanoyl-CoA', 'Butyryl-CoA']"
C00137,"['myo-Inositol', 'D-myo-Inositol', '1D-myo-Inositol', 'L-myo-Inositol', '1L-myo-Inositol', 'meso-Inositol', 'Inositol', 'Dambose', 'Cyclohexitol', 'Meat sugar', 'Bios I']"
C00138,"['Reduced ferredoxin', 'Reduced ferredoxin [iron-sulfur] cluster']"
C00139,"['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster']"
C00140,"['N-Acetyl-D-glucosamine', 'N-Acetylchitosamine', '2-Acetamido-2-deoxy-D-glucose', 'GlcNAc']"
C00141,"['3-Methyl-2-oxobutanoic acid', '3-Methyl-2-oxobutyric acid', '3-Methyl-2-oxobutanoate', '2-Oxo-3-methylbutanoate', '2-Oxoisovalerate', '2-Oxoisopentanoate', 'alpha-Ketovaline', '2-Ketovaline', '2-Keto-3-methylbutyric acid', 'alpha-Ketoisovalerate']"
C00143,"['5,10-Methylenetetrahydrofolate', '(6R)-5,10-Methylenetetrahydrofolate', '5,10-Methylene-THF']"
C00144,"['GMP', ""Guanosine 5'-phosphate"", 'Guanosine monophosphate', ""Guanosine 5'-monophosphate"", 'Guanylic acid']"
C00145,"['Thiol', 'Mercaptan']"
C00146,"['Phenol', 'Benzenol', 'Hydroxybenzene', 'Phenic acid', 'Phenylic acid']"
C00147,"['Adenine', '6-Aminopurine']"
C00148,"['L-Proline', '2-Pyrrolidinecarboxylic acid']"
C00149,"['(S)-Malate', 'L-Malate', 'L-Apple acid', 'L-Malic acid', 'L-2-Hydroxybutanedioic acid', 'Malate', 'Malic acid']"
C00150,['Molybdenum']
C00151,"['L-Amino acid', 'L-2-Amino acid']"
C00152,"['L-Asparagine', '2-Aminosuccinamic acid']"
C00153,"['Nicotinamide', 'Nicotinic acid amide', 'Niacinamide', 'Vitamin PP']"
C00154,"['Palmitoyl-CoA', 'Hexadecanoyl-CoA']"
C00155,"['L-Homocysteine', 'L-2-Amino-4-mercaptobutyric acid', 'Homocysteine']"
C00156,"['4-Hydroxybenzoate', 'Hydroxybenzoic acid', '4-Hydroxybenzoic acid', 'Hydroxybenzenecarboxylic acid']"
C00157,"['Phosphatidylcholine', 'Lecithin', 'Phosphatidyl-N-trimethylethanolamine', '1,2-Diacyl-sn-glycero-3-phosphocholine', 'Choline phosphatide', '3-sn-Phosphatidylcholine']"
C00158,"['Citrate', 'Citric acid', '2-Hydroxy-1,2,3-propanetricarboxylic acid', '2-Hydroxytricarballylic acid']"
C00159,"['D-Mannose', 'Mannose', 'Seminose', 'Carubinose', 'D-Mannopyranose']"
C00160,"['Glycolate', 'Glycolic acid', 'Hydroxyacetic acid']"
C00161,"['2-Oxo acid', '2-Oxocarboxylate', '2-Oxocarboxylic acid', '2-Oxo carboxylate']"
C00162,['Fatty acid']
C00163,"['Propanoate', 'Propionate', 'Propanoic acid', 'Propionic acid']"
C00164,"['Acetoacetate', '3-Oxobutanoic acid', 'beta-Ketobutyric acid', 'Acetoacetic acid']"
C00165,"['Diacylglycerol', 'Diglyceride']"
C00166,"['Phenylpyruvate', 'Phenylpyruvic acid', 'alpha-Ketohydrocinnamic acid', 'keto-Phenylpyruvate', '3-Phenyl-2-oxopropanoate', '2-Oxo-3-phenylpropanoate']"
C00167,"['UDP-glucuronate', 'UDPglucuronate', 'UDP-D-glucuronate', 'UDP-alpha-D-glucuronate']"
C00168,"['Hydroxypyruvate', 'Hydroxypyruvic acid', '3-Hydroxypyruvate', '3-Hydroxypyruvic acid']"
C00169,['Carbamoyl phosphate']
C00170,"[""5'-Methylthioadenosine"", 'Methylthioadenosine', ""S-Methyl-5'-thioadenosine"", '5-Methylthioadenosine', ""5'-Deoxy-5'-(methylthio)adenosine"", 'Thiomethyladenosine', 'MTA', ""5'-Deoxy-5'-(methylsulfanyl)adenosine""]"
C00171,"[""5'-Phosphomononucleotide"", ""5'-Nucleotide""]"
C00172,"[""3'-Phosphooligonucleotide""]"
C00173,['Acyl-[acyl-carrier protein]']
C00174,['Acid']
C00175,"['Cobalt ion', 'Cobalt(2+)', 'Co2+', 'Co(II)']"
C00176,['Flavin']
C00177,"['Cyanide ion', 'Prussiate', 'CN-', 'Cyano', 'Cyanide']"
C00178,"['Thymine', '5-Methyluracil']"
C00179,"['Agmatine', '(4-Aminobutyl) guanidine']"
C00180,"['Benzoate', 'Benzoic acid', 'Benzenecarboxylic acid', 'Phenylformic acid', 'Dracylic acid']"
C00181,"['D-Xylose', 'Wood sugar']"
C00182,['Glycogen']
C00183,"['L-Valine', '2-Amino-3-methylbutyric acid']"
C00184,"['Glycerone', 'Dihydroxyacetone', '1,3-Dihydroxyacetone', '1,3-Dihydroxy-2-propanone', '1,3-Dihydroxypropan-2-one']"
C00185,"['Cellobiose', '1-beta-D-Glucopyranosyl-4-D-glucopyranose']"
C00186,"['(S)-Lactate', 'L-Lactate', 'L-Lactic acid']"
C00187,"['Cholesterol', 'Cholest-5-en-3beta-ol']"
C00188,"['L-Threonine', '2-Amino-3-hydroxybutyric acid']"
C00189,"['Ethanolamine', 'Aminoethanol', '2-Hydroxyethylamine']"
C00190,"['UDP-D-xylose', 'UDP-xylose', 'UDP-alpha-D-xylose']"
C00191,"['D-Glucuronate', 'Glucuronic acid', 'Glucuronate']"
C00192,"['Hydroxylamine', 'NH2OH']"
C00193,['Aromatic aldehyde']
C00194,"['Cobamide coenzyme', 'Adenosylcobalamin', 'Adenosylcob(III)alamin', 'Deoxyadenosylcobalamin', 'Cobamamide', 'Vitamin B12 coenzyme', '5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide', ""(5'-Deoxy-5'-adenosyl)cobamide coenzyme"", '(5,6-Dimethylbenzimidazolyl)cobamide coenzyme', 'alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme', ""5'-Deoxy-5'-adenosylcobalamin"", ""5'-Deoxy-5'-adenosyl vitamin B12"", ""5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide"", ""5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide"", 'Calomide', 'Cobalamin coenzyme', 'Coenzyme B12', 'DMBC coenzyme', 'Dibencozide', 'Funacomide']"
C00195,"['N-Acylsphingosine', 'Ceramide', 'N-Acylsphing-4-enine', '(4E)-Sphing-4-enine ceramide']"
C00196,"['2,3-Dihydroxybenzoate', '2,3-Dihydroxybenzoic acid']"
C00197,"['3-Phospho-D-glycerate', 'D-Glycerate 3-phosphate', '3-Phospho-(R)-glycerate', '3-Phosphoglycerate']"
C00198,"['D-Glucono-1,5-lactone', 'Gluconic lactone', 'Gluconic acid lactone', '1,5-Gluconolactone', 'delta-Gluconolactone', 'D-Gluconolactone', 'Gluconolactone']"
C00199,['D-Ribulose 5-phosphate']
C00200,"['Phenazine methosulfate', 'N-Methylphenazonium methosulfate', '5-Methylphenazinium methyl sulphate']"
C00201,"['Nucleoside triphosphate', 'NTP', ""Nucleoside 5'-triphosphate""]"
C00202,"['Isoflurophate', 'Diisopropyl fluorophosphate', 'DFP']"
C00203,"['UDP-N-acetyl-D-galactosamine', 'UDP-N-acetyl-alpha-D-galactosamine']"
C00204,"['2-Dehydro-3-deoxy-D-gluconate', '2-Keto-3-deoxy-D-gluconate', '2-Dehydro-3-deoxy-D-gluconic acid']"
C00205,"['hn', 'Light', 'Photon', 'hnu']"
C00206,"['dADP', ""2'-Deoxyadenosine 5'-diphosphate""]"
C00207,"['Acetone', 'Dimethyl ketone', '2-Propanone', 'Propan-2-one']"
C00208,"['Maltose', 'Malt sugar', 'alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose']"
C00209,"['Oxalate', 'Oxalic acid', 'Ethanedioic acid']"
C00210,['Cobamide']
C00211,['Collagen']
C00212,['Adenosine']
C00213,"['Sarcosine', 'N-Methylglycine']"
C00214,"['Thymidine', 'Deoxythymidine']"
C00215,['Nucleotide']
C00216,"['D-Arabinose', 'D-Arabinopyranose']"
C00217,"['D-Glutamate', 'D-Glutamic acid', 'D-Glutaminic acid', 'D-2-Aminoglutaric acid']"
C00218,"['Methylamine', 'Methanamine']"
C00219,"['Arachidonate', 'Arachidonic acid', '(5Z,8Z,11Z,14Z)-Icosatetraenoic acid', 'cis-5,8,11,14-Eicosatetraenoic acid', '5Z,8Z,11Z,14Z-Eicosatetraenoic acid', '(5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid']"
C00220,"['Methylene blue', 'Methylthioninium chloride']"
C00221,"['beta-D-Glucose', 'beta-D-Glucopyranose']"
C00222,"['3-Oxopropanoate', 'Malonate semialdehyde']"
C00223,"['p-Coumaroyl-CoA', '4-Coumaroyl-CoA', '4-Hydroxycinnamoyl-CoA', 'trans-4-Coumaroyl-CoA', '(E)-4-Coumaroyl-CoA']"
C00224,"['Adenylyl sulfate', ""Adenosine 5'-phosphosulfate"", 'APS', ""5'-Adenylyl sulfate""]"
C00225,"['Methyl viologen', 'Paraquat dichloride', ""1,1'-Dimethyl-4,4'-bipyridinium dichloride""]"
C00226,"['Primary alcohol', '1-Alcohol']"
C00227,['Acetyl phosphate']
C00229,"['Acyl-carrier protein', 'ACP', '[Acyl-carrier protein]', 'Holo-[acyl-carrier protein]']"
C00230,"['3,4-Dihydroxybenzoate', '3,4-Dihydroxybenzoic acid', 'Protocatechuate', 'Protocatechuic acid']"
C00231,['D-Xylulose 5-phosphate']
C00232,"['Succinate semialdehyde', 'Succinic semialdehyde', '4-Oxobutanoate']"
C00233,"['4-Methyl-2-oxopentanoate', '2-Oxoisocaproate', 'alpha-Ketoisocaproate']"
C00234,"['10-Formyltetrahydrofolate', '10-Formyl-THF']"
C00235,"['Dimethylallyl diphosphate', '2-Isopentenyl diphosphate', 'Delta2-Isopentenyl diphosphate', 'Dimethylallyl pyrophosphate', 'DMAPP', 'Monoprenyl diphosphate', 'Prenyl diphosphate']"
C00236,"['3-Phospho-D-glyceroyl phosphate', '1,3-Bisphospho-D-glycerate', '(R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid', 'D-Glycerate 1,3-diphosphate']"
C00237,"['CO', 'Carbon monoxide']"
C00238,"['Potassium cation', 'K+', 'Potassium(1+)', 'Potassium ion']"
C00239,"['dCMP', 'Deoxycytidylic acid', 'Deoxycytidine monophosphate', 'Deoxycytidylate', ""2'-Deoxycytidine 5'-monophosphate""]"
C00240,"['rRNA', 'Ribosomal RNA']"
C00241,['Amide']
C00242,"['Guanine', '2-Amino-6-hydroxypurine']"
C00243,"['Lactose', '1-beta-D-Galactopyranosyl-4-D-glucopyranose', 'beta-D-Gal-(1->4)-D-Glc', 'Milk sugar']"
C00244,"['Nitrate', 'Nitric acid']"
C00245,"['Taurine', '2-Aminoethanesulfonic acid', 'Aminoethylsulfonic acid']"
C00246,"['Butanoic acid', 'Butanoate', 'Butyrate', 'Butyric acid']"
C00247,"['L-Sorbose', 'L-xylo-Hexulose']"
C00248,"['Lipoamide', 'Thioctic acid amide']"
C00249,"['Hexadecanoic acid', 'Hexadecanoate', 'Hexadecylic acid', 'Palmitic acid', 'Palmitate', 'Cetylic acid']"
C00250,['Pyridoxal']
C00251,"['Chorismate', 'Chorismic acid', '(3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate']"
C00252,"['Isomaltose', 'Brachiose']"
C00253,"['Nicotinate', 'Nicotinic acid', 'Niacin', '3-Pyridinecarboxylic acid']"
C00254,"['Prephenate', 'Prephenic acid']"
C00255,"['Riboflavin', 'Lactoflavin', '7,8-Dimethyl-10-ribitylisoalloxazine', 'Vitamin B2']"
C00256,"['(R)-Lactate', 'D-Lactate', 'D-Lactic acid', 'D-2-Hydroxypropanoic acid', 'D-2-Hydroxypropionic acid']"
C00257,"['D-Gluconic acid', 'D-Gluconate', 'D-gluco-Hexonic acid']"
C00258,"['D-Glycerate', 'Glycerate', '(R)-Glycerate', 'Glyceric acid']"
C00259,"['L-Arabinose', 'L-Arabinopyranose']"
C00261,"['Benzaldehyde', 'Benzoic aldehyde']"
C00262,"['Hypoxanthine', 'Purine-6-ol']"
C00263,"['L-Homoserine', '2-Amino-4-hydroxybutyric acid']"
C00264,['3-Oxoacyl-CoA']
C00265,"['Dithiothreitol', '1,4-Dithiothreitol', 'threo-1,4-Dimercapto-2,3-butanediol', 'DL-threo-1,4-Dimercapto-2,3-butanediol']"
C00266,"['Glycolaldehyde', 'Hydroxyacetaldehyde']"
C00267,['alpha-D-Glucose']
C00268,"['Dihydrobiopterin', '6,7-Dihydrobiopterin', 'Quinoid-dihydrobiopterin', '6-[(1R,2S)-1,2-Dihydroxypropyl]-6,7-dihydropterin']"
C00269,"['CDP-diacylglycerol', 'CDP-1,2-diacylglycerol', ""1,2-Diacyl-sn-glycero-3-cytidine-5'-diphosphate""]"
C00270,"['N-Acetylneuraminate', 'N-Acetylneuraminic acid', '5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid', 'Neu5Ac']"
C00272,"['Tetrahydrobiopterin', '5,6,7,8-Tetrahydrobiopterin', '2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone', 'L-erythro-Tetrahydrobiopterin']"
C00273,['5-Dehydro-D-fructose']
C00275,['D-Mannose 6-phosphate']
C00279,['D-Erythrose 4-phosphate']
C00280,"['Androstenedione', 'Androst-4-ene-3,17-dione', '4-Androstene-3,17-dione']"
C00282,"['Hydrogen', 'H2']"
C00283,"['Hydrogen sulfide', 'Hydrogen-sulfide', 'H2S', 'Sulfide']"
C00284,"['EDTA', 'Ethylenediaminetetraacetic acid', 'Edetic acid', 'Ethylenediaminetetraacetate']"
C00286,"['dGTP', ""2'-Deoxyguanosine 5'-triphosphate"", ""Deoxyguanosine 5'-triphosphate"", 'Deoxyguanosine triphosphate']"
C00288,"['HCO3-', 'Hydrogencarbonate', 'Bicarbonate', 'Hydrogen carbonate', 'Acid carbonate']"
C00290,['Fibrin']
C00291,['Nickel']
C00292,"['Aniline', 'Phenylamine', 'Benzenamine', 'Arylamine']"
C00294,['Inosine']
C00295,"['Orotate', 'Orotic acid', 'Uracil-6-carboxylic acid']"
C00296,"['Quinate', 'Quinic acid', 'Kinic acid', 'Chinic acid', 'L-Quinic acid', 'L-Quinate', '(-)-Quinic acid']"
C00297,"['Sulfide', 'Thioether']"
C00298,"['Trypsin', 'Trypsin crystallized']"
C00299,['Uridine']
C00300,"['Creatine', 'alpha-Methylguanidino acetic acid', 'Methylglycocyamine']"
C00301,"['ADP-ribose', 'ADP-D-ribose', 'Adenosine diphosphate ribose']"
C00302,"['Glutamate', 'Glutaminic acid', '2-Aminoglutaric acid']"
C00303,"['Glutamine', '2-Aminoglutaramic acid']"
C00304,['Kanamycin']
C00305,"['Magnesium cation', 'Mg2+', 'Magnesium(2+)', 'Magnesium ion']"
C00306,['Bradykinin']
C00307,"['CDP-choline', ""Cytidine 5'-diphosphocholine"", 'Citicoline']"
C00308,"['Canavanine', 'L-Canavanine', '2-Amino-4-(guanidinooxy)butyric acid']"
C00309,"['D-Ribulose', 'D-erythro-2-Pentulose', 'D-Arabinoketose', 'D-Arabinulose', 'D-Riboketose']"
C00310,"['D-Xylulose', 'D-threo-Pentulose', 'D-Lyxulose']"
