id,name
R00177,['ATP:L-methionine S-adenosyltransferase']
R00178,['S-adenosyl-L-methionine carboxy-lyase [S-adenosyl 3-(methylsulfanyl)propylamine-forming]']
R00179,['S-adenosyl-L-methionine methylthioadenosine-lyase (1-aminocyclopropane-1-carboxylate-forming)']
R00181,['AMP aminohydrolase']
R00182,['AMP phosphoribohydrolase']
R00183,"[""adenosine 5'-monophosphate phosphohydrolase""]"
R00184,"[""P1,P4-bis(5'-adenosyl)-tetraphosphate adenylohydrolase""]"
R00185,"[""ATP:adenosine 5'-phosphotransferase""]"
R00187,"[""P1,P3-bis(5'-adenosyl)-triphosphate adenylohydrolase""]"
R00188,"[""adenosine-3',5'-bisphosphate 3'-phosphohydrolase""]"
R00189,['deamido-NAD+:ammonia ligase (AMP-forming)']
R00190,['AMP:diphosphate phospho-D-ribosyltransferase']
R00191,"[""adenosine 3',5'-phosphate 5'-nucleotidohydrolase""]"
R00192,['S-adenosyl-L-homocysteine hydrolase']
R00193,['S-adenosyl-L-homocysteine aminohydrolase']
R00194,['S-adenosyl-L-homocysteine homocysteinylribohydrolase']
R00195,"['2,3-diaminopropanoate ammonia-lyase (adding water', 'pyruvate-forming)']"
R00196,['(S)-lactate:ferricytochrome-c 2-oxidoreductase']
R00197,['(R)-lactate:ferricytochrome-c 2-oxidoreductase']
R00198,['(R)-lactate:ferricytochrome-c-553 2-oxidoreductase']
R00199,"['ATP:pyruvate,water phosphotransferase']"
R00200,['ATP:pyruvate 2-O-phosphotransferase']
R00203,"['pyruvaldehyde:NAD+ oxidoreductase', '2-oxopropanal:NAD+ oxidoreductase']"
R00205,['2-oxopropanal:NADP+ oxidoreductase']
R00206,"['ATP:pyruvate,phosphate phosphotransferase']"
R00207,['pyruvate:oxygen 2-oxidoreductase (phosphorylating)']
R00208,['phosphoenolpyruvate phosphohydrolase']
R00209,"['pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)', 'pyruvate dehydrogenase complex']"
R00210,['pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)']
R00211,['pyruvate:oxygen 2-oxidoreductase (CoA-acetylating)']
R00212,['acetyl-CoA:formate C-acetyltransferase']
R00213,"['O-carbamoyl-L-serine ammonia-lyase (decarboxylating', 'pyruvate-forming)']"
R00214,['(S)-malate:NAD+ oxidoreductase (decarboxylating)']
R00215,['(R)-malate:NAD+ oxidoreductase (decarboxylating)']
R00216,['(S)-malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)']
R00217,['oxaloacetate carboxy-lyase (pyruvate-forming)']
R00218,['acetylenedicarboxylate carboxy-lyase (pyruvate-forming)']
R00219,['2-hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming)']
R00220,['L-serine ammonia-lyase']
R00221,['D-serine ammonia-lyase']
R00223,['serine ammonia-lyase (pyruvate-forming)']
R00224,['pyruvate carboxy-lyase (acetaldehyde-forming)']
R00226,"['pyruvate:pyruvate acetaldehydetransferase (decarboxylating)', '(S)-2-acetolactate pyruvate-lyase (carboxylating)']"
R00227,['acetyl-CoA hydrolase']
R00228,['acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)']
R00229,['acetate:CoA ligase (ADP-forming)']
R00230,['acetyl-CoA:phosphate acetyltransferase']
R00233,['malonyl-CoA carboxy-lyase (acetyl-CoA-forming)']
R00235,['acetate:CoA ligase (AMP-forming)']
R00236,['acetyl adenylate:CoA acetyltransferase']
R00237,['(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)']
R00238,['acetyl-CoA:acetyl-CoA C-acetyltransferase']
R00239,['ATP:L-glutamate 5-phosphotransferase']
R00243,['L-glutamate:NAD+ oxidoreductase (deaminating)']
R00245,['L-glutamate gamma-semialdehyde:NAD+ oxidoreductase']
R00248,['L-glutamate:NADP+ oxidoreductase (deaminating)']
R00250,['L-glutamate:oxygen oxidoreductase (deaminating)']
R00251,['5-oxo-L-proline amidohydrolase (ATP-hydrolysing)']
R00253,['L-glutamate:ammonia ligase (ADP-forming)']
R00254,['N-carbamyl-L-glutamate amidohydrolase']
R00256,['L-glutamine amidohydrolase']
R00257,['deamido-NAD+:L-glutamine amido-ligase (AMP-forming)']
R00258,['L-alanine:2-oxoglutarate aminotransferase']
R00259,['acetyl-CoA:L-glutamate N-acetyltransferase']
R00260,['glutamate racemase']
R00261,['L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)']
R00262,['L-threo-3-methylaspartate carboxy-aminomethylmutase']
R00263,[]
R00264,"['2,5-dioxopentanoate:NADP+ 5-oxidoreductase']"
R00265,['2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)']
R00267,['isocitrate:NADP+ oxidoreductase (decarboxylating)']
R00268,['oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)']
R00269,['2-oxoglutaramate amidohydrolase']
R00270,[]
R00271,"['acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)']"
R00272,['2-oxoglutarate carboxy-lyase']
R00273,['oxalate:oxygen oxidoreductase']
R00274,['glutathione:hydrogen-peroxide oxidoreductase']
R00275,['superoxide:superoxide oxidoreductase']
R00277,"[""pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)""]"
R00278,"[""pyridoxine 5'-phosphate:oxygen oxidoreductase""]"
R00279,['D-glutamate:oxygen oxidoreductase (deaminating)']
R00280,['nitric-oxide:acceptor oxidoreductase']
R00282,['NADPH:acceptor oxidoreductase']
R00283,['ammonium:acceptor oxidoreductase (ATP-forming)']
R00284,['ammonia:acceptor oxidoreductase']
R00286,['UDP-glucose:NAD+ 6-oxidoreductase']
R00287,['UDP-glucose glucophosphohydrolase']
R00289,['UTP:alpha-D-glucose-1-phosphate uridylyltransferase']
R00291,"['UDP-glucose 4-epimerase', 'UDP-alpha-D-glucose 4-epimerase']"
R00292,['UDP-glucose:glycogen 4-alpha-D-glucosyltransferase']
R00293,"['UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)']"
R00294,['nitrous-oxide:ferricytochrome-c oxidoreductase']
R00295,"['trithionate,NAD+ oxidoreductase']"
R00297,['(R)-2-hydroxy-acid:acceptor 2-oxidoreductase']
R00298,['(S)-2-hydroxyglutarate:acceptor 2-oxidoreductase']
R00299,['ATP:D-glucose 6-phosphotransferase']
R00300,['D-glucose:NAD+ 1-oxidoreductase']
R00301,['D-glucose:NADP+ 1-oxidoreductase']
R00302,['D-glucose:oxygen 2-oxidoreductase']
R00303,['D-glucose-6-phosphate phosphohydrolase']
R00304,['D-glucose-1-phosphate phosphohydrolase']
R00305,['D-glucose:quinone 1-oxidoreductase']
R00306,['cellobiose glucohydrolase']
R00307,['alpha-D-glucose aldose-ketose-isomerase']
R00308,"['1,3-beta-D-glucan glucanohydrolase']"
R00310,['protoheme ferro-lyase (protoporphyrin-forming)']
R00311,"['protoheme,NADPH---hemoprotein reductase:oxygen oxidoreductase (alpha-methene-oxidizing, hydroxylating)']"
R00312,[]
R00313,[]
R00314,[]
R00315,['ATP:acetate phosphotransferase']
R00316,['ATP:acetate adenylyltransferase']
R00317,['acetyl phosphate phosphohydrolase']
R00318,['phosphonoacetate phosphonohydrolase']
R00319,['(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)']
R00320,['diphosphate:acetate phosphotransferase']
R00321,['acetamide amidohydrolase']
R00322,"[""5'-acetylphosphoadenosine acetylhydrolase""]"
R00324,"['2,4-dioxopentanoate acetylhydrolase', 'acetylpyruvate acetylhydrolase']"
R00325,"['(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)', '(3S)-citramalate pyruvate-lyase']"
R00326,['acetaldehyde:acceptor oxidoreductase']
R00327,['6-acetyl-D-glucose acetylhydrolase']
R00328,['GDP phosphohydrolase']
R00329,['nucleoside-diphosphate phosphohydrolase']
R00330,['ATP:GDP phosphotransferase']
R00331,['ATP:nucleoside-diphosphate phosphotransferase']
R00332,['ATP:GMP phosphotransferase']
R00333,['nucleoside-triphosphate:AMP phosphotransferase']
R00334,['ATP:nucleoside-phosphate phosphotransferase']
R00335,['GTP phosphohydrolase']
R00336,"[""guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase""]"
R00337,['GDP-glucose glucohydrolase']
R00338,['oxaloacetate acetylhydrolase']
R00339,"['(R,R)-tartrate hydro-lyase (oxaloacetate-forming)']"
R00340,"['(S,S)-tartrate hydro-lyase (oxaloacetate-forming)']"
R00341,['ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)']
R00342,['(S)-malate:NAD+ oxidoreductase']
R00343,['(S)-malate:NADP+ oxidoreductase']
R00344,['pyruvate:carbon-dioxide ligase (ADP-forming)']
R00345,['phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)']
R00346,"['diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)', 'pyrophosphate:oxaloacetate carboxy-lyase (transphosphorylating)']"
R00347,['erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)']
R00348,['2-oxosuccinamate amidohydrolase']
R00350,['4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)']
R00351,['acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)']
R00352,"['acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]']"
R00353,['malonyl-CoA:pyruvate carboxytransferase']
R00354,['(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)']
R00355,['L-aspartate:2-oxoglutarate aminotransferase']
R00357,['L-aspartic acid:oxygen oxidoreductase (deaminating)']
R00359,['D-aspartate:oxygen oxidoreductase (deaminating)']
R00360,['(S)-malate:oxygen oxidoreductase']
R00361,['(S)-malate:quinone oxidoreductase']
R00362,"['citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)', 'citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate)']"
R00363,['oxaloacetate keto-enol-isomerase']
R00364,['glycine:ferricytochrome-c oxidoreductase (deaminating)']
R00365,['glycine:NAD+ oxidoreductase (deaminating)']
R00366,"['glycine:oxygen oxidoreductase (deaminating)', 'aminoacetic acid:oxygen oxidoreductase (deaminating)']"
R00367,['S-adenosyl-L-methionine:glycine N-methyltransferase']
R00368,['N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)']
R00369,['L-alanine:glyoxylate aminotransferase']
R00371,['acetyl-CoA:glycine C-acetyltransferase']
R00372,['glycine:2-oxoglutarate aminotransferase']
R00373,['glycine:oxaloacetate aminotransferase']
R00374,['glycine:acceptor oxidoreductase (cyanide-forming)']
R00375,"[""deoxyadenosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)""]"
R00376,"[""deoxyguanosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)""]"
R00377,['deoxycytidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)']
R00378,['deoxythymidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)']
R00379,['deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase']
R00380,['S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase']
R00381,"[""(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming)""]"
R00382,"[""(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming, NMN-forming)""]"
R00383,['acyl-CoA hydrolase']
R00384,['acyl-CoA:NAD+ trans-2-oxidoreductase']
R00385,['acyl-CoA:NADP+ 2-oxidoreductase']
R00387,['acyl-CoA:NADP+ cis-2-oxidoreductase']
R00388,['acyl-CoA:oxygen 2-oxidoreductase']
R00389,['medium-chain-fatty-acid:CoA ligase (AMP-forming)']
R00390,['long-chain-fatty-acid:CoA ligase (AMP-forming)']
R00391,['acyl-CoA:acetyl-CoA C-acyltransferase']
R00392,"['acyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase']"
R00393,['acyl-CoA:acetate CoA-transferase']
R00394,['carboxylic acid:CoA ligase (GDP-forming)']
R00395,['acyl-CoA:glycine N-acyltransferase']
R00396,['L-alanine:NAD+ oxidoreductase (deaminating)']
R00397,['L-aspartate 4-carboxy-lyase (L-alanine-forming)']
R00398,"[""2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)""]"
R00399,"['2-amino-4-ketopentanoate thiolase', 'acetyl-CoA:D-alanine C-acyltransferase']"
R00400,['L-alanine:oxaloacetate aminotransferase']
R00401,['alanine racemase']
R00402,['succinate:NAD+ oxidoreductase']
R00405,['succinate:CoA ligase (ADP-forming)']
R00406,['succinyl-CoA:(S)-malate CoA-transferase']
R00407,['succinyl-CoA hydrolase']
R00408,['succinate:FAD oxidoreductase']
R00409,"['(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)']"
R00410,['succinyl-CoA:acetoacetate CoA-transferase']
R00411,['N-succinyl-L-glutamate amidohydrolase']
R00412,['succinate:acceptor oxidoreductase']
R00414,['UDP-N-acetyl-D-glucosamine 2-epimerase']
R00416,['UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase']
R00417,['UDP-N-acetyl-D-glucosamine:protein beta-N-acetyl-D-glucosaminyltransferase']
R00418,['UDP-N-acetyl-D-glucosamine 4-epimerase']
R00420,['UDP-N-acetyl-D-glucosamine 2-epimerase']
R00421,['UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase']
R00422,[]
R00423,[]
R00424,"['GTP 7,8-8,9-dihydrolase']"
R00425,"['GTP 7,8-8,9-dihydrolase (diphosphate-forming)']"
R00426,"['GTP diphosphohydrolase (diphosphate-forming)', ""guanosine 5'-triphosphate pyrophosphohydrolase""]"
R00428,"['GTP 8,9-hydrolase']"
R00429,"[""ATP:GTP 3'-diphosphotransferase""]"
R00430,['GTP:pyruvate 2-O-phosphotransferase']
R00431,"['GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming)', 'GTP:oxaloacetate carboxy-lyase (transphosphorylating)']"
R00432,['succinate:CoA ligase (GDP-forming)']
R00434,"['GTP diphosphate-lyase (cyclizing', ""3',5'-cyclic-GMP-forming)""]"
R00435,"['ATP:polynucleotide adenylyltransferase', 'ATP:RNA adenylyltransferase']"
R00436,"['polyribonucleotide ligase (cyclizing, AMP-forming)']"
R00437,['polyribonucleotide:phosphate adenylyltransferase']
R00438,['polyribonucleotide:phosphate uridylyltransferase']
R00439,['polyribonucleotide:phosphate guanylyltransferase']
R00440,['polyribonucleotide:phosphate cytidylyltransferase']
R00441,"['GTP:RNA guanylyltransferase (DNA-directed)', 'GTP:RNA guanylyltransferase (RNA-directed)']"
R00442,"['CTP:RNA cytidylyltransferase (DNA-directed)', 'CTP:RNA cytidylyltransferase (RNA-directed)']"
R00443,['UTP:RNA uridylyltransferase']
R00444,"['nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed)', 'nucleoside-triphosphate:RNA nucleotidyltransferase (RNA-directed)']"
R00445,"['L-lysine:NAD+ oxidoreductase (deaminating, cyclizing)']"
R00446,['L-lysine:NAD+ 6-oxidoreductase (deaminating)']
R00447,['L-lysine:oxygen 2-oxidoreductase (deaminating)']
R00448,"['L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)']"
R00449,['L-lysine:oxygen 2-oxidoreductase (decarboxylating)']
R00451,"['meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)']"
R00452,['N2-(D-1-carboxylethyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)']
R00453,['L-lysine:pyruvate aminotransferase']
R00454,['acetyl-CoA:L-lysine N6-acetyltransferase']
R00457,['L-lysine:2-oxoglutarate 6-aminotransferase']
R00458,['N6-acetyl-L-lysine amidohydrolase']
R00459,[]
R00460,['lysine racemase']
R00461,"['L-lysine 2,3-aminomutase']"
R00462,['L-lysine carboxy-lyase (cadaverine-forming)']
R00463,"['L-lysine-1,6-lactam lactamhydrolase']"
R00465,['glycolate:NADP+ oxidoreductase']
R00466,['glyoxylate:oxygen oxidoreductase']
R00468,['glyoxylate:NADP+ oxidoreductase (CoA-oxalylating)']
R00469,['(S)-ureidoglycolate amidohydrolase (decarboxylating)']
R00470,['4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)']
R00471,['4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)']
R00472,"['acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)', 'L-malate glyoxylate-lyase (CoA-acetylating)']"
R00473,['L-malyl-CoA glyoxylate-lyase (acetyl-CoA-forming)']
R00474,"['2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating)', '2-hydroxy-3-oxoadipate glyoxylate-lyase (carboxylating)']"
R00475,['glycolate:oxygen 2-oxidoreductase']
R00476,['glycolate:acceptor 2-oxidoreductase']
R00477,['3-oxalomalate glyoxylate-lyase (oxaloacetate-forming)']
R00478,['erythro-3-hydroxy-Ls-aspartate glyoxylate-lyase (glycine-forming)']
R00479,['isocitrate glyoxylate-lyase (succinate-forming)']
R00480,['ATP:L-aspartate 4-phosphotransferase']
R00481,['L-aspartate:oxygen oxidoreductase']
R00482,['L-aspartate:ammonia ligase (ADP-forming)']
R00483,['L-aspartate:ammonia ligase (AMP-forming)']
R00484,['N-carbamoyl-L-aspartate amidohydrolase']
R00485,['L-asparagine amidohydrolase']
R00486,['3-cyano-L-alanine aminohydrolase']
R00487,['acetyl-CoA:L-aspartate N-acetyltransferase']
R00488,['N-acetyl-L-aspartate amidohydrolase']
R00489,['L-aspartate 1-carboxy-lyase (beta-alanine-forming)']
R00490,['L-aspartate ammonia-lyase (fumarate-forming)']
R00491,['aspartate racemase']
R00493,['L-aspartate:2-oxo acid aminotransferase']
R00494,['glutathione gamma-glutamylaminopeptidase']
R00497,['gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)']
R00499,['S-succinylglutathione hydrolase']
